ts_utc,version,symbol,pattern,direction,decision,blocked_by,close,atr,adx_h1,ker,spread_points,spread_atr_frac,ema_fast_h1,ema_slow_h1,regime,session_hour_utc
2026-07-29T22:43:04.738746+00:00,v0.3.0,USDJPY_SB,ENGULFING,SELL,BLOCKED,spread_too_wide,163.414,0.009846105427429658,23.660927916157284,0.4181818181822128,7,0.7109,163.6352406649748,163.67915509016242,BEAR,22
2026-07-30T15:42:01.260217+00:00,v0.3.0,USDJPY_SB,ENGULFING,SELL,OPEN,,159.305,0.0665772691629147,37.12266046632694,0.6713881019830257,7,0.1051,162.67747183924166,163.22267276752552,BEAR,15
2026-07-30T15:47:04.506368+00:00,v0.3.0,USDJPY_SB,SWEEP,SELL,OPEN,,159.358,0.06264641777883295,37.12266046632694,0.1445086705202863,7,0.1117,162.67747183924166,163.22267276752552,BEAR,15
2026-07-30T15:55:04.478636+00:00,v0.3.0,USDJPY_SB,SWEEP,SELL,OPEN,,159.443,0.05934846669357798,37.12266046632694,0.41614906832294957,8,0.1348,162.67747183924166,163.22267276752552,BEAR,15
2026-07-30T16:04:05.342461+00:00,v0.3.0,USDJPY_SB,ENGULFING,SELL,OPEN,,159.444,0.05250432355515286,40.906184618582884,0.07981220657286517,7,0.1333,162.3720935688377,163.07554814734183,BEAR,16
2026-07-30T16:07:02.255175+00:00,v0.3.0,USDJPY_SB,ENGULFING,SELL,BLOCKED,position_already_open,159.441,0.05018549520470803,40.906184618582884,0.10924369747900967,7,0.1395,162.3720935688377,163.07554814734183,BEAR,16
2026-07-30T16:16:03.139331+00:00,v0.3.0,USDJPY_SB,ENGULFING,SELL,BLOCKED,position_already_open,159.417,0.05284618316483627,40.906184618582884,0.17777777777779358,8,0.1514,162.3720935688377,163.07554814734183,BEAR,16
2026-07-30T16:18:04.349066+00:00,v0.3.0,USDJPY_SB,ENGULFING,SELL,BLOCKED,position_already_open,159.424,0.04953573956632977,40.906184618582884,0.06906906906906958,7,0.1413,162.3720935688377,163.07554814734183,BEAR,16
2026-07-30T16:19:04.981534+00:00,v0.3.0,USDJPY_SB,FAKEY,BUY,BLOCKED,position_already_open,159.442,0.04849747245444883,40.906184618582884,0.011695906432806857,7,0.1443,162.3720935688377,163.07554814734183,BEAR,16
2026-07-30T16:20:00.540471+00:00,v0.3.0,USDJPY_SB,ENGULFING,SELL,BLOCKED,position_already_open,159.392,0.04896193871458989,40.906184618582884,0.008746355685091092,7,0.143,162.3720935688377,163.07554814734183,BEAR,16
2026-07-30T16:23:02.432520+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,159.44,0.0505274706014712,40.906184618582884,0.036144578313198006,9,0.1781,162.3720935688377,163.07554814734183,BEAR,16
2026-07-30T16:26:04.317715+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,159.478,0.049976622788622416,40.906184618582884,0.20819112627986283,7,0.1401,162.3720935688377,163.07554814734183,BEAR,16
2026-07-30T16:32:02.993080+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,159.45,0.044858625635286496,40.906184618582884,0.2714285714284917,7,0.156,162.3720935688377,163.07554814734183,BEAR,16
2026-07-30T16:38:01.823073+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,159.503,0.040839487585035805,40.906184618582884,0.3119266055044867,7,0.1714,162.3720935688377,163.07554814734183,BEAR,16
2026-07-30T16:42:04.398117+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,OPEN,,159.544,0.039340576964224355,40.906184618582884,0.5000000000000756,7,0.1779,162.3720935688377,163.07554814734183,BEAR,16
2026-07-30T16:46:01.892572+00:00,v0.3.0,USDJPY_SB,FAKEY,SELL,BLOCKED,position_already_open,159.592,0.03542626037746585,40.906184618582884,0.5750000000000932,7,0.1976,162.3720935688377,163.07554814734183,BEAR,16
2026-07-30T16:47:02.469720+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,159.63,0.03611009892717216,40.906184618582884,0.9069767441862463,7,0.1939,162.3720935688377,163.07554814734183,BEAR,16
2026-07-30T16:55:02.423030+00:00,v0.3.0,USDJPY_SB,SWEEP,SELL,OPEN,,159.659,0.032646313788959234,40.906184618582884,0.37078651685401154,7,0.2144,162.3720935688377,163.07554814734183,BEAR,16
2026-07-30T16:57:03.655831+00:00,v0.3.0,USDJPY_SB,ENGULFING,SELL,BLOCKED,position_already_open,159.643,0.03182768892957892,40.906184618582884,0.0838709677419686,7,0.2199,162.3720935688377,163.07554814734183,BEAR,16
2026-07-30T17:01:01.152927+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,159.61,0.034228228437259006,44.22540930813839,0.06735751295339076,7,0.2045,162.10532275275796,162.93811525697836,BEAR,17
2026-07-30T17:03:02.414942+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,159.658,0.03586515615098613,44.22540930813839,0.08755760368652489,7,0.1952,162.10532275275796,162.93811525697836,BEAR,17
2026-07-30T17:06:04.243411+00:00,v0.3.0,USDJPY_SB,ENGULFING,SELL,BLOCKED,position_already_open,159.656,0.034256103522108824,44.22540930813839,0.012552301255169422,7,0.2043,162.10532275275796,162.93811525697836,BEAR,17
2026-07-30T17:11:02.281444+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,159.649,0.030050574993310573,44.22540930813839,0.22807017543845653,7,0.2329,162.10532275275796,162.93811525697836,BEAR,17
2026-07-30T17:26:01.442294+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,OPEN,,159.828,0.028074822871351327,44.22540930813839,0.9466666666664242,7,0.2493,162.10532275275796,162.93811525697836,BEAR,17
2026-07-30T17:31:04.637557+00:00,v0.3.0,USDJPY_SB,ENGULFING,SELL,OPEN,,159.763,0.028084554071629377,44.22540930813839,0.15151515151515152,7,0.2492,162.10532275275796,162.93811525697836,BEAR,17
2026-07-30T17:42:01.624186+00:00,v0.3.0,USDJPY_SB,FAKEY,BUY,OPEN,,158.782,0.13378240320816814,44.22540930813839,0.6241269841269619,10,0.0747,162.10532275275796,162.93811525697836,BEAR,17
2026-07-30T17:47:04.814107+00:00,v0.3.0,USDJPY_SB,FAKEY,SELL,BLOCKED,position_already_open,158.961,0.17348150293444511,44.22540930813839,0.19731800766282784,8,0.0461,162.10532275275796,162.93811525697836,BEAR,17
2026-07-30T17:49:01.037383+00:00,v0.3.0,USDJPY_SB,ENGULFING,SELL,BLOCKED,position_already_open,158.959,0.16327741834862766,44.22540930813839,0.004095962551202588,11,0.0674,162.10532275275796,162.93811525697836,BEAR,17
2026-07-30T17:50:01.682345+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,159.033,0.1579004598925346,44.22540930813839,0.36531365313653186,8,0.0507,162.10532275275796,162.93811525697836,BEAR,17
2026-07-30T17:51:02.332215+00:00,v0.3.0,USDJPY_SB,FAKEY,SELL,BLOCKED,position_already_open,159.023,0.15247899847854404,44.22540930813839,0.32721712538227693,10,0.0656,162.10532275275796,162.93811525697836,BEAR,17
2026-07-30T17:57:06.184256+00:00,v0.3.0,USDJPY_SB,ENGULFING,SELL,BLOCKED,position_already_open,159.076,0.13049224987156818,44.22540930813839,0.2987012987012776,7,0.0536,162.10532275275796,162.93811525697836,BEAR,17
2026-07-30T18:00:02.879579+00:00,v0.3.0,USDJPY_SB,FAKEY,SELL,BLOCKED,position_already_open,158.991,0.11997320443512953,47.44063800038433,0.11413043478253734,8,0.0667,161.8087205858286,162.7833263914476,BEAR,18
2026-07-30T18:02:04.122328+00:00,v0.3.0,USDJPY_SB,ENGULFING,SELL,BLOCKED,position_already_open,158.951,0.11383914055411494,47.44063800038433,0.04176904176903353,7,0.0615,161.8087205858286,162.7833263914476,BEAR,18
2026-07-30T18:03:04.736022+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,159.028,0.1121363448059645,47.44063800038433,0.09207708779439397,7,0.0624,161.8087205858286,162.7833263914476,BEAR,18
2026-07-30T18:20:00.324563+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,158.994,0.07366935652105644,47.44063800038433,0.2785923753665357,7,0.095,161.8087205858286,162.7833263914476,BEAR,18
2026-07-30T18:22:01.610533+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,159.085,0.0744240880182221,47.44063800038433,0.5679611650484784,7,0.0941,161.8087205858286,162.7833263914476,BEAR,18
2026-07-30T18:26:04.033963+00:00,v0.3.0,USDJPY_SB,ENGULFING,SELL,BLOCKED,position_already_open,159.064,0.06355332095665522,47.44063800038433,0.5460526315788822,7,0.1101,161.8087205858286,162.7833263914476,BEAR,18
2026-07-30T18:31:02.127960+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,159.033,0.057759371461238974,47.44063800038433,0.2128514056224588,8,0.1385,161.8087205858286,162.7833263914476,BEAR,18
2026-07-30T18:36:05.321252+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,158.992,0.05144004991324698,47.44063800038433,0.486486486486611,8,0.1555,161.8087205858286,162.7833263914476,BEAR,18
2026-07-30T18:44:05.020376+00:00,v0.3.0,USDJPY_SB,ENGULFING,SELL,BLOCKED,position_already_open,159.012,0.04385347984680783,47.44063800038433,0.1568627450981512,7,0.1596,161.8087205858286,162.7833263914476,BEAR,18
2026-07-30T18:52:04.956254+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,159.055,0.0382592011262996,47.44063800038433,0.06976744186048049,7,0.183,161.8087205858286,162.7833263914476,BEAR,18
2026-07-30T19:02:01.184560+00:00,v0.3.0,USDJPY_SB,FAKEY,SELL,BLOCKED,position_already_open,159.004,0.045649587523746205,50.4262075017287,0.15223880597019382,7,0.1533,161.5308424347973,162.63068570663816,BEAR,19
2026-07-30T19:03:01.811843+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,159.039,0.046246045568479485,50.4262075017287,0.04065040650410512,7,0.1514,161.5308424347973,162.63068570663816,BEAR,19
2026-07-30T19:07:04.297153+00:00,v0.3.0,USDJPY_SB,FAKEY,BUY,BLOCKED,position_already_open,159.079,0.04295971231450927,50.4262075017287,0.18441558441559708,7,0.1629,161.5308424347973,162.63068570663816,BEAR,19
2026-07-30T19:08:04.887986+00:00,v0.3.0,USDJPY_SB,ENGULFING,SELL,BLOCKED,position_already_open,159.071,0.04139116153820411,50.4262075017287,0.1406250000000104,7,0.1691,161.5308424347973,162.63068570663816,BEAR,19
2026-07-30T19:09:00.486012+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,159.131,0.043863221294275355,50.4262075017287,0.2500000000000323,7,0.1596,161.5308424347973,162.63068570663816,BEAR,19
2026-07-30T19:24:04.725477+00:00,v0.3.0,USDJPY_SB,ENGULFING,BUY,BLOCKED,position_already_open,159.226,0.03719644017122577,50.4262075017287,0.47826086956520203,8,0.2151,161.5308424347973,162.63068570663816,BEAR,19
