ts_close_utc,version,symbol,ticket,direction,lot,entry,close,sl_distance,risk_money,risk_reconstructed,profit_gross,commission,swap,net,r_multiple,reason,duration_min,ts_open_utc
2026-07-29T22:45:23+00:00,v0.3.0,NAS100_SB,81484706,SELL,3.7,27291.4,27319.0,27.608141547152712,102.15,False,-102.12,0.0,0.0,-102.12,-0.9997,SL,4.5,2026-07-29T22:40:52.997882+00:00
2026-07-30T15:44:02+00:00,v0.3.0,NAS100_SB,81646179,SELL,0.2,27890.5,27939.400000000005,48.86424792815144,9.77,False,-9.78,0.0,0.0,-9.78,-1.001,SL,5.1,2026-07-30T15:38:53.904960+00:00
2026-07-30T16:12:52+00:00,v0.3.0,NAS100_SB,81650229,BUY,0.4,27945.7,28026.4,40.331422931066406,16.13,False,32.28,0.0,0.0,32.28,2.0012,TP,10.8,2026-07-30T16:02:04.062837+00:00
2026-07-30T16:30:57+00:00,v0.3.0,NAS100_SB,81653761,BUY,0.1,27997.9,27971.000000000004,26.862287086044788,2.69,False,-2.69,0.0,0.0,-2.69,-1.0,SL,3.9,2026-07-30T16:27:05.033246+00:00
2026-07-30T16:42:23+00:00,v0.3.0,NAS100_SB,81654583,SELL,0.4,27966.7,27914.8,25.94132550753061,10.38,False,20.76,0.0,0.0,20.76,2.0,TP,8.3,2026-07-30T16:34:04.414518+00:00
2026-07-30T16:52:00+00:00,v0.3.0,NAS100_SB,81655926,BUY,0.8,27914.9,27967.600000000002,26.361322659642568,21.09,False,42.16,0.0,0.0,42.16,1.9991,TP,7.0,2026-07-30T16:45:01.373166+00:00
2026-07-30T17:00:01+00:00,v0.3.0,NAS100_SB,81657038,SELL,2.8,27959.3,27988.7,29.350714808717903,82.18,False,-82.32,0.0,0.0,-82.32,-1.0017,SL,6.0,2026-07-30T16:54:01.862623+00:00
2026-07-30T19:06:54+00:00,v0.3.0,NAS100_SB,81658251,BUY,1.0,28005.2,28061.1,27.952617003303406,27.95,False,55.9,0.0,0.0,55.9,2.0,TP,125.9,2026-07-30T17:01:01.296117+00:00
2026-07-30T19:18:34+00:00,v0.3.0,NAS100_SB,81672210,SELL,0.8,28121.9,28142.1,20.20130679282886,16.16,False,-16.16,0.0,0.0,-16.16,-1.0,SL,6.5,2026-07-30T19:12:02.524038+00:00
2026-07-30T19:21:36+00:00,v0.3.0,NAS100_SB,81673153,BUY,0.6,28141.2,28119.899999999998,21.305012911054845,12.78,False,-12.78,0.0,0.0,-12.78,-1.0,SL,2.6,2026-07-30T19:19:01.743522+00:00
2026-07-30T19:29:14+00:00,v0.3.0,NAS100_SB,81673529,BUY,0.1,28116.9,28096.5,20.352610811322496,2.04,False,-2.04,0.0,0.0,-2.04,-1.0,SL,5.2,2026-07-30T19:24:04.846798+00:00
2026-07-30T19:55:09+00:00,v0.3.0,NAS100_SB,81674682,SELL,0.1,28091.7,28050.6,20.52840274235336,2.05,False,4.11,0.0,0.0,4.11,2.0049,TP,20.1,2026-07-30T19:35:01.481287+00:00
2026-07-30T20:01:00+00:00,v0.3.0,NAS100_SB,81676603,BUY,0.9,28074.8,28126.2,25.720755825715685,23.15,False,46.26,0.0,0.0,46.26,1.9983,TP,3.9,2026-07-30T19:57:04.845059+00:00
2026-07-30T20:30:01+00:00,v0.3.0,NAS100_SB,81677308,BUY,0.2,28156.5,28242.0,42.76072710359417,8.55,False,17.1,0.0,0.0,17.1,2.0,TP,28.0,2026-07-30T20:02:03.042188+00:00
2026-07-30T20:32:51+00:00,v0.3.0,NAS100_SB,81679380,SELL,0.9,28163.4,28196.7,33.30571657763332,29.98,False,-29.97,0.0,0.0,-29.97,-0.9997,SL,1.8,2026-07-30T20:31:00.332990+00:00
2026-07-30T22:00:11+00:00,v0.3.0,NAS100_SB,81680648,BUY,0.7,28191.5,28168.3,23.1844824981023,16.23,False,-16.24,0.0,-3.35,-19.59,-1.207,SL,70.2,2026-07-30T20:50:01.621474+00:00
2026-08-10T22:30:44+00:00,v0.3.0,NAS100_SB,83332395,BUY,1.0,29636.7,29627.8,8.883532537027616,8.88,False,-8.9,0.0,0.0,-8.9,-1.0023,SL,1.7,2026-08-10T22:29:04.120261+00:00
2026-08-10T23:20:50+00:00,v0.3.0,NAS100_SB,83332633,BUY,1.0,29616.0,29607.1,8.883959849993996,8.88,False,-8.9,0.0,0.0,-8.9,-1.0023,SL,45.8,2026-08-10T22:35:02.811138+00:00
2026-08-10T23:33:18+00:00,v0.3.0,NAS100_SB,83335347,BUY,1.0,29596.0,29589.5,6.488851906106227,6.49,False,-6.5,0.0,0.0,-6.5,-1.0015,SL,3.3,2026-08-10T23:30:00.204842+00:00
2026-08-10T23:47:00+00:00,v0.3.0,NAS100_SB,83335474,BUY,1.0,29593.0,29605.5,6.211230977482435,6.21,False,12.5,0.0,0.0,12.5,2.0129,TP,13.0,2026-08-10T23:34:02.580357+00:00
2026-08-10T23:52:07+00:00,v0.3.0,NAS100_SB,83336038,SELL,1.0,29604.2,29589.5,7.329710136050259,7.33,False,14.7,0.0,0.0,14.7,2.0055,TP,2.1,2026-08-10T23:50:03.169079+00:00
2026-08-10T23:54:13+00:00,v0.3.0,NAS100_SB,83336134,BUY,0.9,29595.2,29586.8,8.356477103233559,7.52,False,-7.56,0.0,0.0,-7.56,-1.0053,SL,1.2,2026-08-10T23:53:00.862677+00:00
2026-08-10T23:59:55+00:00,v0.3.0,NAS100_SB,83336442,BUY,5.1,29573.4,29592.2,9.405393391248277,47.97,False,95.88,0.0,0.0,95.88,1.9987,TP,2.9,2026-08-10T23:57:03.300462+00:00
